Ratio,h-index_better,h-index_no worse,h-index_worse,a-index_better,a-index_no worse,a-index_worse,k-core_better,k-core_no worse,k-core_worse,ICOOK_better,ICOOK_no worse,ICOOK_worse,PageRank_better,PageRank_no worse,PageRank_worse,PageRank_BR_better,PageRank_BR_no worse,PageRank_BR_worse,ElementRank_better,ElementRank_no worse,ElementRank_worse,Pride_better,Pride_no worse,Pride_worse,Pride-iFit_better,Pride-iFit_no worse,Pride-iFit_worse,h-index_Summarization,a-index_Summarization,k-core_Summarization,ICOOK_Summarization,PageRank_Summarization,PageRank_BR_Summarization,ElementRank_Summarization,Pride_Summarization,Pride-iFit_Summarization
Top-Ranked-30,0,1,5,0,0,6,0,1,5,0,2,4,0,0,6,0,0,6,0,0,6,0,3,3,2,6,0,0|1|5,0|0|6,0|1|5,0|2|4,0|0|6,0|0|6,0|0|6,0|3|3,2|6|0
