jedit,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.3243,0.0,0.2927,0.2703,0.2162,0.2162,0.2703,0.3243,0.3243
