wro4j,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.381,0.0,0.32,0.3333,0.2857,0.2857,0.381,0.5714,0.5714
