jmeter_core,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.4,0.0,0.2034,0.2727,0.3182,0.3182,0.1818,0.2727,0.3182
