jhotdraw,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.1875,0.0,0.1667,0.2667,0.2,0.2,0.2333,0.2333,0.2667
