jedit,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.2,0.0,0.1765,0.1667,0.1333,0.1333,0.1667,0.2,0.2
