jmeter_core,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.2903,0.0,0.1333,0.2,0.2333,0.2333,0.1333,0.2,0.2333
