jhotdraw,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.2927,0.0,0.2667,0.4103,0.3077,0.3077,0.359,0.359,0.4103
