argouml,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.2857,0.0,0.137,0.3333,0.3333,0.3333,0.3333,0.5238,0.5238
