wro4j,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.3404,0.0,0.2545,0.4286,0.3333,0.3333,0.5238,0.5238,0.5714
