wro4j,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.2286,0.0,0.1628,0.3,0.2333,0.2333,0.3667,0.4,0.4
