ant_main,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.0652,0.0,0.04,0.0667,0.0667,0.0667,0.1333,0.1667,0.2333
