argouml,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.1892,0.0,0.082,0.1333,0.2333,0.2333,0.2667,0.3667,0.3667
